clean_review,Star
m honestly leaving star staff rude went drive ordered 9 2 cheeseburger meal extra cheeseburger small fry window checked food employee rude asked got problem rolled eyes order wrong good thing checked went inside store finally got cheeseburgers standing 15 minutes complained manager walked away no response finally got food opened hair food entire order wrong time never restaurant terrible service just ended going bac,1
best fries,4
waited register person 20 minutes employee acknowledging presence left went dennys,1
excellent,5
good attention new healthier products,5
girl rude drive speaker food fine,4
burrito hard tortilla,3
excellent,5
neutral,3
rude manager food burnt cold!,1
cold food,1
prefer talk person not location orders kiosk dinning room,1
it's 3 took 40 min pay window,1
busy location course it's miami beach! typical miami beach service attitude 4 5 times picked online order location positive harmony seeking butterfly type customer walks pick greets human counter respect smile receive nasty miami b!tch attitude makes regret not sticking fastfood free diet instant really hard hire friendly customer oriented personnel?! seeking employment teach em pretend nice customers! includes managers btw putting staff counter fairly understands english just not fair customer just wants pick order leave fast 'cause fast food know love sweet tea def missed lemon slices sadly not menu location lovin' it!,2
25 30 min wait food order wasn't correct people told they'd waited hour unhappy theme park bound families you're going place overall disaster consider starving instead,1
hour waiting uber eats order window say not ready customers waiting,1
ok,5
food temp fine burger picked not good tasting cooks place dirty daughter's cup leaking broken new given filled known like workers just standing lunch time not 100 00 not signs thank goodness form payment overall just not best mcdonald's,3
staff friendly helpful hard come mcdonald's place best service thanks great service,5
mcdonald's garnet ave pb bogo free 1 4 pound cheeseburger helped evone drive awesome helping drive able bogo food cooked fresh nice bring car minutes thanks evone mcdonald's quarter pound cheeseburgers delicious,5
horrible service never meal right!!!!!,1
local try stay away busy tourist places mcdonald's big really don't mind like fact bring food table employees try best place clean customers tend rude push people not say excuse establishment,4
usally location visit money allservice cleanses particular day place total mess service horrible not wasn't busy,2
tasty usual,5
disapointed,1
order never correct,1
ordered small hot coffee coffee cold second time different day i'm not going no drive true slowed,1
service slow today messed order fries old hard cold,1
location pretty nice haven't gone inside drive pretty frequently! nice food quickly,5
serve pizza pasta location plus huge arcade prize counter redeem tickets upstairs,5
bring animals,1
absolutely manic busy food usually mcdonald's fare chips cold place really disorganised half self service kiosks order wondered help kitchen homeless people coming raiding tables food left not pleasant experience worst mcdonald's visited needs security guards feel,1
good burgers great staff quick service,5
make mistake,2
great food little crowded,5
mcdonald's worst foods cold recook old food ask hot frappes bomb that's got star,1
excellent,5
lacks bit speed delivering product,4
like location it's dogs favourite unsalted fries stars great crew fast groomed friendly,5
lady drive extremely rood messed big mac missing cheeseburgers 10 piece nugget seven nuggets,1
windows service bad rude no wear gloves touch food soda rude complain customer need wear gloves bad experience rude lady,1
outstanding,5
love it! know grandson,5
worst mcdo i've seen planet,1
place needs attention better management employees play flirt scream no hat hair net kitchen staff person saw hair net cleaning lady,1
used drive order food going work service little slower usual food hot,3
terrible,1
not understand male supervisor green locs working right job second time came children mistreated location writing trying remain professional extremely hard went drive occasion rolling eyes condescending disrespectful disregarded concern slammed locked windows talking walk inside upper management personnel roseline asked picture threw arm said happened walked away disregarded concern african guy coat food passed sauce told not job loca,1
grandkids love going castle park,5
worst mc donalds ever!!!!!,1
biggest unorganized drive i've,1
mclobster,5
excellent,5
it's mc donald's self explanatory,1
fast friendly service,4
excellent atention,4
nasty shift manager drive lady treat customers like burden nonsense customer service kitch n dirty definitely not suggest coming,1
fast curious food fresh,5
order large combo gave price pay lady didn't receipt ketchup honey mustard rude people never going,1
bit dark place clean kind service regular network prices,5
food not great time,3
taste good,5
went twice visiting no problems really enjoyed t right shopping strip highly recommend come really early,5
buyer beware yeah s fast food cheap love consistently let particular location place frequent location loves incorrect items 100 time order missing sure check order prior leaving premises note takes forever correct mistakes consideration rest food cold soggy time,1
