clean_review,Star
terrible,1
understand male supervisor green locs working right job second time came children mistreated location writing trying remain professional extremely hard went drive occasion rolling eyes condescending disrespectful disregarded concern slammed locked windows talking walk inside upper management personnel roseline asked picture threw arm said happened walked away disregarded concern african guy coat food passed sauce told job loca,1
grandkids love going castle park,5
worst mc donalds,1
biggest unorganized drive ve,1
mclobster,5
excellent,5
mc donald self explanatory,1
fast friendly service,4
excellent atention,4
nasty shift manager drive lady treat customers like burden nonsense customer service kitch dirty definitely suggest coming,1
fast curious food fresh,5
order large combo gave price pay lady didn receipt ketchup honey mustard rude people going,1
bit dark place clean kind service regular network prices,5
food great time,3
taste good,5
went twice visiting problems really enjoyed right shopping strip highly recommend come really early,5
buyer beware yeah fast food cheap love consistently let particular location place frequent location loves incorrect items time order missing sure check order prior leaving premises note takes forever correct mistakes consideration rest food cold soggy time,1
way rate establishment disheartening road needed sit rest getting need use restroom food great really proper rating cause enjoy mcdonald getting bit feed dining closure reply pandemic safety establishment open travel lot road soon passing mcdonald stop kids disheartening,1
friendly staff,1
ordered menu machine machine said sit bring order machine did print receipt waiting min decided ask manager replied attitude know bring tafel pick explain saying gave attitude said isn,1
polite drive order correct,4
nice location staff notch got right,5
stars food fresh right configuration staff dude handed oreo mcflurry making sure cap properly went car asked manager said ok dude say drive menu half screen drive lady comprehend pulled store told didn happening believe mcdonald let franchisee away location issues,1
excellent,5
aite just chang,1
great food super customer service quick,5
return location went today did wait truck driver left food angry truck drivers served ones working country,1
excellent,5
ahkim thank amazing service lot going didn,5
,4
long lines use app makes ordering faster,5
fast,5
got security homeless people sleeping chairs paying customers need sit eat,3
neutral,3
restruant visit hate school crowded hate late night slow rude workers understand grateful unwavering service,5
visiting friend quite distance home past week stopped mcdonald location late night dinner really wanted oreo mcflurry willing settle fresh baked classic mcdonald character bag cookies said ice cream machine completely cookies sad face pulled away drive continued way final destination realized gave wrong order spent received maybe worth food lobby closed line long tired turn tried calling location times submitted complaint help request mcdonald app try sort resolution mistake notignoring attempts,1
neutral,3
modern mcdonald order pickup confused,4
drive guy super disrespectful awful deal ordered online said didn charged instead providing solution stood staring saying got food asked rolled eyes said absolutely worst experiences drive,1
wrong burger asked double qpounder drive half mile didn right sandwiches drive delivery parts couldn turn kind way bit eat hop right box time,2
bit messy middle nyc,3
neutral,3
stars simply crowded unorganized ordering process basically free pretty cool oversized mcdonald kids area arcade littles trumps play area kid,3
cashier welcoming respectful environment clean neat smells wonderful recommend mcdonald family friends,5
nice mcdonald bigger menu selections like pasta pizza separate dessert area play structure game room decorative items like fish tanks paintings mcdonald characters floors dining,4
